,precision,recall,f1-score,support
0,0.9130710659898477,0.9283870967741935,0.9206653870761357,1550.0
1,0.7571428571428571,0.9906542056074766,0.8582995951417004,107.0
2,1.0,1.0,1.0,18932.0
3,0.9904191616766467,0.9975874547647768,0.9939903846153846,829.0
4,0.2413793103448276,1.0,0.3888888888888889,7.0
5,0.1388888888888889,0.8333333333333334,0.23809523809523808,6.0
6,0.9662337662337662,0.93,0.9477707006369427,400.0
7,0.9009009009009009,1.0,0.9478672985781991,200.0
8,0.9847494553376906,0.8725868725868726,0.925281473899693,518.0
9,1.0,0.9950248756218906,0.9975062344139651,402.0
10,0.9849081364829396,0.9254007398273736,0.954227590591227,1622.0
11,0.5232558139534884,0.8823529411764706,0.656934306569343,51.0
accuracy,0.9862735542560104,0.9862735542560104,0.9862735542560104,0.9862735542560104
macro avg,0.7834124464126545,0.9462772933076992,0.8191272582088932,24624.0
weighted avg,0.98906903264944,0.9862735542560104,0.9872187329598764,24624.0
