,precision,recall,f1-score,support
0,0.9527508090614887,0.9496774193548387,0.9512116316639742,1550.0
1,0.7464788732394366,0.9906542056074766,0.8514056224899599,107.0
2,1.0,1.0,1.0,18932.0
3,1.0,0.9975874547647768,0.998792270531401,829.0
4,0.2692307692307692,1.0,0.42424242424242425,7.0
5,0.07936507936507936,0.8333333333333334,0.14492753623188406,6.0
6,0.9664082687338501,0.935,0.9504447268106735,400.0
7,0.9049773755656109,1.0,0.9501187648456056,200.0
8,0.9835390946502057,0.9227799227799228,0.952191235059761,518.0
9,1.0,0.9950248756218906,0.9975062344139651,402.0
10,0.9934938191281718,0.9414303329223181,0.9667616334283001,1622.0
11,0.8275862068965517,0.9411764705882353,0.8807339449541285,51.0
accuracy,0.9899285250162443,0.9899285250162443,0.9899285250162443,0.9899285250162443
macro avg,0.810319191322597,0.9588886679143993,0.8390280020560065,24624.0
weighted avg,0.9930427105326437,0.9899285250162443,0.9911775298670132,24624.0
